keyword,title,url,source_credibility,materiality_score,pickup_count,sentiment_score,final_score
"bitcoin","Bitcoin holds $90,000 as markets await Fed rate cut decision and Powell's guidance - The Block","https://www.theblock.co/post/381861/bitcoin-holds-90000-usd-markets-await-fed-rate-cut-decision-powell-guidance",0.5,0.6667,0,0.2,60.8
"bitcoin","Bitcoin Price Today: BTC Holds Near $90K After Fed Cut, ETF Flow Whiplash and Fresh Forecasts (Dec. 8–14, 2025)","https://ts2.tech/en/bitcoin-price-today-btc-holds-near-90k-after-fed-cut-etf-flow-whiplash-and-fresh-forecasts-dec-8-14-2025/",0.5,0.6667,0,-0.1,60.8
"bitcoin","US regulator grants crypto firms initial approval to launch trust banks - Reuters","https://www.reuters.com/sustainability/boards-policy-regulation/us-regulator-grants-crypto-firms-initial-approval-launch-trust-banks-2025-12-12/",0.98,0.75,0,0.2,73.48
"bitcoin","UK regulation of cryptoassets to start in October 2027, finance ministry says - Reuters","https://www.reuters.com/sustainability/boards-policy-regulation/uk-regulation-cryptoassets-start-october-2027-finance-ministry-says-2025-12-15/",0.98,1,0,0.2,88.48
"bitcoin","Stablecoins Just Got Their Rulebook. Now The Real Competition Begins - Forbes","https://www.forbes.com/sites/digital-assets/2025/12/14/stablecoins-just-got-their-rulebook-now-the-real-competition-begins/",0.85,0.9167,0,0.5,81.4
"bitcoin","The Daily: Ripple, Circle and BitGo win conditional approval for US banking charters, Hex Trust to issue and custody wrapped XRP, and more - The Block","https://www.theblock.co/post/382409/the-daily-ripple-circle-and-bitgo-win-conditional-approval-for-us-banking-charters-hex-trust-to-issue-and-custody-wrapped-xrp-and-more",0.5,0.8333,0,0.3,70.8
"rare earth","Pentagon takes big stake in new Korea Zinc smelter in Tennessee, will get 10% of company - CNBC","https://www.cnbc.com/2025/12/15/pentagon-korea-zinc-refinery-tennessee.html",0.85,1,0,0.6,86.4
"rare earth","SME warns 2026 may reset US mining’s global role - Mining.com","https://www.mining.com/sme-warns-2026-may-reset-us-minings-global-role/",0.95,0.8333,0,-0.5,78
"rare earth","White House plans more ‘historic deals’ with mining sector, official says - Mining.com","https://www.mining.com/web/white-house-plans-more-historic-deals-with-mining-sector-official-says/",0.95,0.9167,0,0.3,83
"rare earth","Korea Zinc to Build $7.43 Billion Smelter in U.S. - The Wall Street Journal","https://www.wsj.com/world/asia/korea-zinc-to-build-7-43-billion-smelter-in-u-s-e14b8d97?gaa_at=eafs&gaa_n=AWEtsqd6MHzULEjqJEbJcBxE70avxRPLkrL_sjpFk46UwU0YOrVFQTyVbBsO&gaa_ts=693ff7be&gaa_sig=k0Sav2Loq8cXbU7s6gMH46A6X0jNDVs5xs5BjBTIc3ZSwNuy3aJGiU8X4s6RD1Tt6IJ_XaYc2BubuvkcwIERLw%3D%3D",0.98,0.8333,0,0.3,78.48
"rare earth","China’s railway coal marshalling stations are full of coal trains","https://www.mining.com/web/china-confronts-the-cost-of-dismantling-the-worlds-biggest-coal-sector/chinas-railway-coal-marshalling-stations-are-full-of-coal-trains-3/",0.95,0,0,0,28
"rare earth","US to back Korea Zinc’s $7.4 billion critical minerals plant - Mining.com","https://www.mining.com/web/us-to-back-korea-zincs-7-4-billion-critical-minerals-plant/",0.95,0.8333,0,0.3,78
"rare earth","Indonesia’s tin exports surge as supply concerns dissipate","https://www.mining.com/web/indonesias-tin-exports-surge-as-supply-concerns-dissipate/",0.95,0.6667,0,0.2,68
"rare earth","NVO_AC-drilling-at-Becher-with-PA-sampling-e1765578081761-777x437 - Mining.com","https://www.mining.com/joint-venture/jv-article-novo-targets-standalone-million-oz-deposits-as-greenfield-programs-progress/nvo_ac-drilling-at-becher-with-pa-sampling-e1765578081761-777x437/",0.95,0,0,0,28
"rare earth","China's retail sales growth sharply misses estimates in November, deepening consumption worries - CNBC","https://www.cnbc.com/2025/12/15/chinas-november-retail-sales-industrial-production-fixed-asset-investment.html",0.85,0.25,0,-0.6,41.4
"rare earth","South Africa’s low-cost high-value rare earths heading for 2026 global market entry - Mining Weekly","https://www.miningweekly.com/article/south-africas-low-cost-high-value-rare-earths-heading-for-2026-global-market-entry-2025-12-10",0.5,0.8333,0,0.5,70.8
"rare earth","Carina Rare-Earth Project, Brazil - Mining Technology","https://www.mining-technology.com/projects/carina-rare-earth-project-brazil/",0.5,0.75,0,0.25,65.8
"rare earth","Palmetto Grain Brokerage - - Palmetto Grain Brokerage","https://www.palmettograin.com/news/story/36582014/usa-rare-earth-just-revved-up-its-commercial-timeline-should-you-buy-usar-stock-here",0.5,0.9167,0,0.6,75.8
"rare earth","US confirms major rare earth and critical metals discovery in Utah - Interesting Engineering","https://interestingengineering.com/energy/us-rare-earth-deposit-utah-desert",0.5,0.9167,0,0.6,75.8
"rare earth","GE Vernova working with US government to boost stocks of rare earth yttrium - Reuters","https://www.reuters.com/business/energy/ge-vernova-working-with-us-government-boost-stocks-rare-earth-yttrium-2025-12-10/",0.98,0.8333,0,-0.3,78.48
"rare earth","China to require export licences for some steel products - Reuters","https://www.reuters.com/world/asia-pacific/china-require-export-licences-some-steel-products-2025-12-12/",0.98,0.6667,0,-0.1,68.48
"rare earth","Why China’s Export Surge Won’t Last - The National Interest","https://nationalinterest.org/feature/why-chinas-export-surge-wont-last",0.5,0.5833,0,-0.2,55.8
"rare earth","Nvidia Stock (NVDA) News Today: China H200 Export Deal, Blackwell/Rubin Outlook, and 2026 Price Targets (Dec. 14, 2025) - ts2.tech","https://ts2.tech/en/nvidia-stock-nvda-news-today-china-h200-export-deal-blackwell-rubin-outlook-and-2026-price-targets-dec-14-2025/",0.5,0.75,0,0.2,65.8
"rare earth","China's Trade Surplus Blows Past $1 Trillion - The Maritime Executive","https://maritime-executive.com/article/china-s-trade-surplus-blows-past-1-trillion",0.5,0.5,0,-0.1,50.8
"rare earth","China to boost exports, imports in 2026 to pursue 'sustainable' trade, official says - TradingView","https://www.tradingview.com/news/reuters.com,2025:newsml_P8N3WU04G:0-china-to-boost-exports-imports-in-2026-to-pursue-sustainable-trade-official-says/",0.5,0.5,0,0.1,50.8
"rare earth","Should You Buy MP Materials Stock While It's Under $65? - sharewise.com","https://www.sharewise.com/us/news_articles/Should_You_Buy_MP_Materials_Stock_While_Its_Under_65_TheMotleyFool_20251209_0124",0.5,0.8333,0,0.3,70.8
"rare earth","Power Ministry lists 16 imported items to achieve self-sufficiency - BusinessLine","https://www.thehindubusinessline.com/companies/power-ministry-lists-16-imported-items-to-achieve-self-sufficiency/article70395093.ece",0.5,0.5833,0,0.1,55.8
"rare earth","Kongsberg Maritime Grows UUC PM Azimuth Thruster Range - Marine News Magazine","https://www.marinelink.com/news/kongsberg-maritime-grows-uuc-pm-azimuth-533502",0.5,0.4167,0,0.2,45.8
"tesla","Tesla US Market Share Surges 30% - Yahoo Finance","https://finance.yahoo.com/news/tesla-us-market-share-surges-151500848.html",0.8,0.75,0,0.15,70.6
"tesla","Tesla shares jump as Musk confirms driverless robotaxi testing - Reuters","https://www.reuters.com/business/autos-transportation/tesla-shares-jump-musk-confirms-driverless-robotaxi-testing-2025-12-15/",0.98,0.75,0,0.5,73.48
"tesla","Tesla starts testing robotaxis in Austin with no safety driver - TechCrunch","https://techcrunch.com/2025/12/15/tesla-starts-testing-robotaxis-in-austin-with-no-safety-driver/",0.95,0.75,0,0.3,73
"tesla","Ford is starting a battery storage business to power data centers and the grid","https://techcrunch.com/2025/12/15/ford-is-starting-a-battery-storage-business-to-power-data-centers-and-the-grid/",0.95,0.5833,0,0.1,63
"tesla","Ford’s next F-150 Lightning will have a gas generator as it pivots away from large EVs - TechCrunch","https://techcrunch.com/2025/12/15/fords-next-f-150-lightning-will-have-a-gas-generator-as-it-pivots-away-from-large-evs/",0.95,0.5833,0,-0.4,63
"tesla","Tesla Rated Most Unreliable Used Car Brand in US - Newsmax","https://www.newsmax.com/newsfront/tesla-reliability-ratings-consumer-reports/2025/12/10/id/1237874/",0.5,0.6667,0,-0.4,60.8
"tesla","Tesla (TSLA) Stock: The Self-Driving Update That Changes Everything for Investors - CoinCentral","https://coincentral.com/tesla-tsla-stock-the-self-driving-update-that-changes-everything-for-investors/",0.5,0.75,0,0.3,65.8
"tesla","Tesla Stock Forecast: TSLA Weekly Recap, Latest News, and Week-Ahead Catalysts (Updated Dec. 13, 2025)","https://ts2.tech/en/tesla-stock-forecast-tsla-weekly-recap-latest-news-and-week-ahead-catalysts-updated-dec-13-2025/",0.5,0.5833,0,0.25,55.8
"tesla","Cybertruck owner attempts to trade vehicle after facing relentless harassment: 'My wife and kids don't deserve this'","https://www.yahoo.com/news/articles/cybertruck-owner-attempts-trade-vehicle-230000464.html",0.5,0.3333,0,-0.6,40.8
"tesla","Tesla’s 8-Year Model Sales Trends in 11 European Countries - CleanTechnica","https://cleantechnica.com/2025/12/14/teslas-8-year-model-sales-trends-in-11-european-countries/",0.5,0.5833,0,-0.1,55.8
"tesla","Driverless Tesla spotted on Austin streets, drawing fresh focus on robotaxis - Ynetnews","https://www.ynetnews.com/tech-and-digital/article/bjpddc3mbg",0.5,0.75,0,0.3,65.8
"tesla","Plugin Vehicles Pass 75 Million Cumulative Sales! - CleanTechnica","https://cleantechnica.com/2025/12/14/plugin-vehicles-pass-75-million-cumulative-sales/amp/",0.5,0.5,0,0.3,50.8
"tesla","Tesla 'Full Self Driving' Blew Me Away. I Still Wouldn't Buy It - InsideEVs","https://insideevs.com/reviews/781325/tesla-full-self-driving-review/",0.5,0.5,0,-0.3,50.8
"tesla","Rivian Is Stepping up to Challenge Tesla's Key Technology: FSD - Business Insider","https://www.businessinsider.com/rivian-vs-tesla-autonomous-driving-fsd-chips-ai-assistant-2025-12",0.78,0.75,0,0.2,70.28
